work_id,abstract_text
https://openalex.org/W4243629912,"In recent years, there's been a resurgence in the field of Artificial Intelligence and deep learning is gaining a lot of attention. Deep learning is a branch of machine learning based on a set of algorithms that can be used to model high-level abstractions in data by using multiple processing layers with complex structures, or otherwise composed of multiple non-linear transformations. Estimation of depth in a Neural Network (NN) or Artificial Neural Network (ANN) is an integral as well as complicated process. These methods have dramatically improved the state-of-the-art in speech recognition, visual object recognition, object detection and many other domains such as drug discovery and genomics. This chapter describes the motivations for deep architecture, problem with large networks, the need for deep architecture and new implementation techniques for deep learning. At the end, there is also an algorithm to implement the deep architecture using the recursive nature of functions and transforming them to get the desired output."
https://openalex.org/W2808969514,"Abstract   Recombination hotspots in a genome are unevenly distributed. Hotspots are regions in a genome that show higher rates of meiotic recombinations. Computational methods for recombination hotspot prediction often use sophisticated features that are derived from physico-chemical or structure based properties of nucleotides. In this paper, we propose iRSpot-SF that uses sequence based features which are computationally cheap to generate. Four feature groups are used in our method: k-mer composition, gapped k-mer composition, TF-IDF of k-mers and reverse complement k-mer composition. We have used recursive feature elimination to select 17 top features for hotspot prediction. Our analysis shows the superiority of gapped k-mer composition and reverse complement k-mer composition features over others. We have used SVM with RBF kernel as a classification algorithm. We have tested our algorithm on standard benchmark datasets. Compared to other methods iRSpot-SF is able to produce significantly better results in terms of accuracy, Mathew's Correlation Coefficient and sensitivity which are 84.58%, 0.6941 and 84.57%. We have made our method readily available to use as a python based tool and made the datasets and source codes available at:  https://github.com/abdlmaruf/iRSpot-SF . An web application is developed based on iRSpot-SF and freely available to use at:  http://irspot.pythonanywhere.com/server.html ."
https://openalex.org/W3043425001,"Background: Whole-genome studies of vine cultivars have brought novel knowledge about the diversity, geographical relatedness, historical origin and dissemination, phenotype associations and genetic markers. Method: We applied SOM (self-organizing maps) portrayal, a neural network-based machine learning method, to re-analyze the genome-wide Single Nucleotide Polymorphism (SNP) data of nearly eight hundred grapevine cultivars. The method generates genome-specific data landscapes. Their topology reflects the geographical distribution of cultivars, indicates paths of cultivar dissemination in history and genome-phenotype associations about grape utilization. Results: The landscape of vine genomes resembles the geographic map of the Mediterranean world, reflecting two major dissemination paths from South Caucasus along a northern route via Balkan towards Western Europe and along a southern route via Palestine and Maghreb towards Iberian Peninsula. The Mediterranean and Black Sea, as well as the Pyrenees, constitute barriers for genetic exchange. On the coarsest level of stratification, cultivars divide into three major groups: Western Europe and Italian grapes, Iberian grapes and vine cultivars from Near East and Maghreb regions. Genetic landmarks were associated with agronomic traits, referring to their utilization as table and wine grapes. Pseudotime analysis describes the dissemination of grapevines in an East to West direction in different waves of cultivation. Conclusion: In analogy to the tasks of the wine waiter in gastronomy, the sommelier, our ‘SOMmelier’-approach supports understanding the diversity of grapevine genomes in the context of their geographic and historical background, using SOM portrayal. It offers an option to supplement vine cultivar passports by genome fingerprint portraits."
https://openalex.org/W2482340213,"Radiomics has the potential to individualize patient treatment by using images that are already being routinely acquired. Defined as the extraction of quantitative imaging features from clinical images for use in statistical models, radiomics has had success in a variety of tumor sites and imaging modalities. Researchers new to the field must start by choosing software to segment tumors [or other regions of interest (ROI)], extract quantitative image features, and analyze the results. This review describes the various software programs available for these tasks and gives examples of the use of these programs in radiomics research."
https://openalex.org/W4200275335,"Neuropsychiatric disorders such as schizophrenia are very heterogeneous in nature and typically diagnosed using self-reported symptoms. This makes it difficult to pose a confident prediction on the cases and does not provide insight into the underlying neural and biological mechanisms of these disorders. Combining neuroimaging and genomic data with a multi-modal 'predictome' paves the way for biologically informed markers and may improve prediction reliability. With that, we develop a multi-modal deep learning framework by fusing data from different modalities to capture the interaction between the latent features and evaluate their complementary information in characterizing schizophrenia. Our deep model uses structural MRI, functional MRI, and genome-wide polymorphism data to perform the classification task. It includes a multi-layer feed-forward network, an encoder, and a long short-term memory (LSTM) unit with attention to learn the latent features and adopt a joint training scheme capturing synergies between the modalities. The hybrid network also uses different regularizers for addressing the inherent overfitting and modality-specific bias in the multi-modal setup. Next, we run the network through a saliency model to analyze the learned features. Integrating modalities enhances the performance of the classifier, and our framework acquired 88% (P < 0.0001) accuracy on a dataset of 437 subjects. The trimodal accuracy is comparable to the state-of-the-art performance on a data collection of this size and outperforms the unimodal and bimodal baselines we compared. Model introspection was used to expose the salient neural features and genes/biological pathways associated with schizophrenia. To our best knowledge, this is the first approach that fuses genomic information with structural and functional MRI biomarkers for predicting schizophrenia. We believe this type of modality blending can better explain the disorder's dynamics by adding cross-modal prospects.Clinical Relevance- This study combinedly learns imaging and genomic features for the classification of schizophrenia. The data fusion scheme extracts modality interactions, and the saliency experiments report multiple functional and structural networks closely connected to the disorder."
https://openalex.org/W2079809846,"Abstract   Aim  P53 plays a critical role in the maintenance of genomic stability as well as the control of cell growth and apoptosis. Recently, an uncommon  P53  genetic variant (rs78378222) was reported to be significantly associated with multiple cancers in Caucasians in a genome-wide association study. rs78378222 locates in the 3′-untranslated region of the  P53  gene, and this A-to-C polymorphism results in changes of the AATAAA polyadenylation signal to AATACA, which leads to impaired 3′-end processing of  P53  mRNA and decreased  P53  expression.    Methods  We evaluated the association between this polymorphism and esophageal squamous cell carcinoma (ESCC) risk in a case–control cohort consisting of 405 ESCC patients and 810 healthy controls. Odds ratios (ORs) and 95% confidence intervals (CIs) were calculated by logistic regression.    Results  We did observe this polymorphism with low minor allele frequency in Chinese Han population. Additionally, significantly increased ESCC risk was associated with  P53  rs78378222 A > C polymorphism. Compared with rs78378222AA carriers, the OR of developing ESCC for AC carriers was 3.22 (95% CI = 1.71 − 6.33,  P  = 1.34 × 10 − 4 ).    Conclusion  These results suggest that this functional uncommon  P53  rs78378222 variant is associated with ESCC risk in the current Han Chinese population."
https://openalex.org/W3119813232,"Interspecific hybridization is an important evolutionary phenomenon that generates genetic variability in a population and fosters species diversity in nature. The availability of large genome scale data sets has revolutionized hybridization studies to shift from the observation of the presence or absence of hybrids to the investigation of the genomic constitution of hybrids and their genome-specific evolutionary dynamics. Although a handful of methods have been proposed in an attempt to identify hybrids, accurate detection of hybridization from genomic data remains a challenging task. In addition to methods that infer phylogenetic networks or that utilize pairwise divergence, site pattern frequency based and population genetic clustering approaches are popularly used in practice, though the performance of these methods under different hybridization scenarios has not been extensively examined. Here, we use simulated data to comparatively evaluate the performance of four tools that are commonly used to infer hybridization events: the site pattern frequency based methods HyDe and the $D$-statistic (i.e., the ABBA-BABA test) and the population clustering approaches structure and ADMIXTURE. We consider single hybridization scenarios that vary in the time of hybridization and the amount of incomplete lineage sorting (ILS) for different proportions of parental contributions ($\gamma$); introgressive hybridization; multiple hybridization scenarios; and a mixture of ancestral and recent hybridization scenarios. We focus on the statistical power to detect hybridization and the false discovery rate (FDR) for comparisons of the $D$-statistic and HyDe, and the accuracy of the estimates of $\gamma$ as measured by the mean squared error for HyDe, structure, and ADMIXTURE. Both HyDe and the $D$-statistic are powerful for detecting hybridization in all scenarios except those with high ILS, although the $D$-statistic often has an unacceptably high FDR. The estimates of $\gamma$ in HyDe are impressively robust and accurate whereas structure and ADMIXTURE sometimes fail to identify hybrids, particularly when the proportional parental contributions are asymmetric (i.e., when $\gamma$ is close to 0). Moreover, the posterior distribution estimated using structure exhibits multimodality in many scenarios, making interpretation difficult. Our results provide guidance in selecting appropriate methods for identifying hybrid populations from genomic data. [ABBA-BABA test; ADMIXTURE; hybridization; HyDe; introgression; Patterson's $D$-statistic; Structure.]."
https://openalex.org/W2090849123,"Irregular atrial pressure, defective folate and cholesterol metabolism contribute to the pathogenesis of hypertension. However, little is known about the combined roles of the methylenetetrahydrofolate reductase (MTHFR), apolipoprotein-E (ApoE) and angiotensin-converting enzyme (ACE) genes, which are involved in metabolism and homeostasis. The objective of this study is to investigate the association of the MTHFR 677 C>T and 1298A>C, ACE insertion–deletion (I/D) and ApoE genetic polymorphisms with hypertension and to further explore the epistasis interactions that are involved in these mechanisms. A total of 594 subjects, including 348 normotensive and 246 hypertensive ischemic stroke subjects were recruited. The MTHFR 677 C>T and 1298A>C, ACE I/D and ApoEpolymorphisms were genotyped and the epistasis interaction were analyzed. The MTHFR 677 C>T and ApoE polymorphisms demonstrated significant associations with susceptibility to hypertension in multiple logistic regression models, multifactor dimensionality reduction and a classification and regression tree. In addition, the logistic regression model demonstrated that significant interactions between the ApoE E3E3, E2E4, E2E2 and MTHFR 677 C>T polymorphisms existed. In conclusion, the results of this epistasis study indicated significant association between the ApoE and MTHFR polymorphisms and hypertension."
https://openalex.org/W1988682083,"Fibrillin-1 (FBN1) was reported to have impact on the physiological arterial stiffness and vascular remodeling with hypertension of recent years. In the previous study we reported the association of four functional single nucleotide polymorphisms (SNPs) of FBN1 gene and hypertension. Here, we further investigate the association of four tagging SNPs (tagSNPs) which covered remain genetic variation blocks of FBN1 gene with hypertension, blood pressure and efficacy of antihypertensive in a South Han Chinese population. A case–control study including 2,012 hypertension cases and 2,116 controls age- and sex-matched controls was conducted from a community-based population and four candidate tagSNPs of the FBN1 gene were genotyped. Association analysis by multiple logistic regression was conducted for allele, genotype and haplotype and hypertension, blood pressure trait and control status with antihypertensive. General linear model was applied to compare blood pressure levels between genotypes. The association of rs17361868 and hypertension was statistically significant and that was further observed in female, ≥55 years, non-smoking and non-drinking populations (P < 0.05). Significant association of rs668842, rs11635140 and hypertension were observed in <55 years population as well as the later in female and non-smoking populations respectively. Haplotype G-T constructed of rs668842 and rs11635140 was significantly associated with hypertension comparing to reference haplotype A-C (P = 0.022). Normally distributed square root of TGF-β1 (pg/ml) of hypertension cases (148.56 ± 66.46) was significantly higher than that of control (128.52 ± 65.11), P = 0.008. Furthermore, TGF-β1 was significantly correlated with SBP (r = 0.135, P = 0.018) and DBP (r = 0.154, P = 0.007) respectively whereas no statistical difference of blood pressure or TGF-β1 was observed between genotypes. Remarkably, rs17361868 were significantly associated with the status of blood pressure in the patients taking three of the antihypertensive drugs, Zhen Ju Jiang Ya tablets, Jiang Ya tablet and compound reserpine (P < 0.05). The present study provides further association evidence of FBN1 gene polymorphisms and hypertension, antihypertensive efficacy. Further replication of these results via association or prospective studies conducted in other populations is warranted."
https://openalex.org/W2218426931,"Ancestral genome reconstruction has attracted increasing interests from both biologists and computer scientists. It has been conducted using various evolutionary models ever since comparative genomics moved from sequence data to gene order data. We propose a Flexible Ancestral Reconstruction Model, FARM, based on the maximum likelihood and weighted maximum matching algorithms, to infer ancestral gene orders. This will accommodate various evolutionary scenarios, including not only genomic rearrangements, but also insertion/deletions (indels), segment duplications, and whole genome duplications. We evaluate this work by using various simulated evolution experiments while comparing FARM to existing methods, like InferCarsPro, GASTS and PMAG++. FARM shows significant improvement in running time and the final assembling process and, therefore, can be used in large-scale real biological data ancestral inference."
